crewId,taskId,isDDH
Crew_10417,ddh_12228,1
Crew_10417,ddh_11452,1
Crew_10417,Flt_16653,0
Crew_10417,ddh_11561,1
Crew_10417,ddh_12006,1
Crew_10418,ddh_13290,1
Crew_10418,ddh_12741,1
Crew_10418,Flt_16503,0
Crew_10418,Flt_17234,0
Crew_10418,ddh_11588,1
Crew_10418,ddh_11763,1
Crew_10449,ddh_11431,1
Crew_10449,ddh_11446,1
Crew_10449,Flt_16562,0
Crew_10449,ddh_12320,1
Crew_10449,ddh_13184,1
Crew_10452,ddh_12208,1
Crew_10452,ddh_12776,1
Crew_10452,ddh_12740,1
Crew_10452,Flt_15626,0
Crew_10453,Flt_14908,0
Crew_10453,ddh_11492,1
Crew_10453,Flt_16729,0
Crew_10462,ddh_11424,1
Crew_10462,ddh_12507,1
Crew_10462,Flt_16740,0
Crew_10467,Flt_16762,0
Crew_10472,ddh_11450,1
Crew_10472,Flt_16617,0
Crew_10475,ddh_11415,1
Crew_10475,ddh_11429,1
Crew_10475,Flt_16242,0
Crew_10475,ddh_12283,1
Crew_10475,ddh_13292,1
Crew_10475,ddh_13265,1
Crew_10476,ddh_11056,1
Crew_10476,ddh_11356,1
Crew_10476,ddh_11368,1
Crew_10476,Flt_16198,0
Crew_10478,ddh_11431,1
Crew_10478,ddh_11446,1
Crew_10478,Flt_16805,0
Crew_10478,ddh_12464,1
Crew_10478,ddh_13293,1
Crew_10478,ddh_11718,1
Crew_10479,ddh_13375,1
Crew_10479,ddh_11429,1
Crew_10479,Flt_16153,0
Crew_10479,ddh_11986,1
Crew_10479,ddh_12131,1
Crew_10482,ddh_11356,1
Crew_10482,ddh_12101,1
Crew_10482,Flt_15668,0
Crew_10487,ddh_12226,1
Crew_10487,ddh_11331,1
Crew_10487,Flt_15592,0
Crew_10487,ddh_12516,1
Crew_10491,ddh_13127,1
Crew_10491,ddh_11445,1
Crew_10491,Flt_16200,0
Crew_10491,ddh_12463,1
Crew_10499,ddh_10775,1
Crew_10499,ddh_11415,1
Crew_10499,ddh_11634,1
Crew_10499,Flt_16156,0
Crew_10499,ddh_11519,1
Crew_10504,ddh_11314,1
Crew_10504,ddh_12506,1
Crew_10504,Flt_15345,0
Crew_10510,ddh_12560,1
Crew_10510,ddh_12984,1
Crew_10510,ddh_11447,1
Crew_10510,Flt_16206,0
Crew_10510,ddh_11986,1
Crew_10510,ddh_12014,1
Crew_10519,Flt_16688,0
Crew_10519,ddh_11996,1
Crew_10529,ddh_12334,1
Crew_10529,ddh_11992,1
Crew_10529,ddh_12146,1
Crew_10529,Flt_15449,0
Crew_10529,ddh_13209,1
Crew_10529,ddh_11985,1
Crew_10530,ddh_12090,1
Crew_10530,ddh_13172,1
Crew_10530,ddh_11994,1
Crew_10530,ddh_12148,1
Crew_10530,Flt_16632,0
Crew_10534,ddh_12415,1
Crew_10534,ddh_12730,1
Crew_10534,ddh_11679,1
Crew_10534,ddh_13101,1
Crew_10534,ddh_12103,1
Crew_10534,Flt_16636,0
Crew_10550,ddh_12667,1
Crew_10550,ddh_11330,1
Crew_10550,Flt_15117,0
Crew_10550,ddh_11993,1
Crew_10562,ddh_12443,1
Crew_10562,ddh_13290,1
Crew_10562,ddh_11431,1
Crew_10562,Flt_16575,0
Crew_10568,ddh_11415,1
Crew_10568,ddh_13263,1
Crew_10568,Flt_16739,0
Crew_10579,ddh_12210,1
Crew_10579,ddh_12778,1
Crew_10579,ddh_13274,1
Crew_10579,Flt_17288,0
Crew_10579,ddh_11622,1
Crew_10583,ddh_11415,1
Crew_10583,ddh_11634,1
Crew_10583,Flt_16674,0
Crew_10583,ddh_11588,1
Crew_10583,ddh_12843,1
Crew_10596,Flt_14971,0
Crew_10596,ddh_11429,1
Crew_10596,Flt_16120,0
Crew_10596,ddh_13183,1
Crew_10603,ddh_12147,1
Crew_10603,Flt_16086,0
Crew_10603,ddh_11635,1
Crew_10603,Flt_16796,0
Crew_10610,ddh_12993,1
Crew_10610,ddh_13255,1
Crew_10610,Flt_16696,0
Crew_10611,ddh_13127,1
Crew_10611,ddh_11634,1
Crew_10611,Flt_16174,0
Crew_10611,ddh_12850,1
Crew_10640,Flt_16158,0
Crew_10640,ddh_12364,1
Crew_10640,ddh_11636,1
Crew_10644,ddh_12442,1
Crew_10644,ddh_13289,1
Crew_10644,ddh_11805,1
Crew_10644,Flt_16649,0
Crew_10657,ddh_11315,1
Crew_10657,Flt_15155,0
Crew_10657,ddh_13190,1
Crew_10663,ddh_11400,1
Crew_10663,ddh_12741,1
Crew_10663,Flt_16758,0
Crew_10666,ddh_12102,1
Crew_10666,Flt_16031,0
Crew_10666,Flt_16620,0
Crew_10674,ddh_12775,1
Crew_10674,ddh_12739,1
Crew_10674,Flt_15355,0
Crew_10674,ddh_11415,1
Crew_10674,ddh_12633,1
Crew_10680,ddh_11431,1
Crew_10680,ddh_11446,1
Crew_10680,Flt_16252,0
Crew_10680,Flt_16839,0
Crew_10688,ddh_11661,1
Crew_10688,ddh_11698,1
Crew_10688,ddh_13255,1
Crew_10688,Flt_16707,0
Crew_10688,Flt_16708,0
Crew_10697,ddh_11631,1
Crew_10697,Flt_16184,0
Crew_10697,Flt_17268,0
Crew_10709,ddh_12445,1
Crew_10709,Flt_16817,0
Crew_10710,Flt_16820,0
Crew_10722,Flt_14336,0
Crew_10722,ddh_12226,1
Crew_10722,ddh_11660,1
Crew_10722,ddh_11697,1
Crew_10722,ddh_12255,1
Crew_10727,ddh_11635,1
Crew_10727,Flt_16781,0
Crew_10727,ddh_11826,1
Crew_10731,ddh_11415,1
Crew_10731,ddh_11506,1
Crew_10731,Flt_17246,0
Crew_10731,ddh_12735,1
Crew_10732,ddh_13128,1
Crew_10732,ddh_11423,1
Crew_10732,Flt_16109,0
Crew_10732,Flt_17220,0
Crew_10747,ddh_13000,1
Crew_10747,ddh_11983,1
Crew_10747,ddh_11634,1
Crew_10747,Flt_16168,0
Crew_10751,ddh_11450,1
Crew_10751,Flt_16643,0
Crew_10751,ddh_12356,1
Crew_10764,ddh_12777,1
Crew_10764,ddh_11805,1
Crew_10764,Flt_16633,0
Crew_10764,ddh_11569,1
Crew_10764,ddh_12564,1
Crew_10773,ddh_11415,1
