crewId,taskId,isDDH
Crew_10003,Flt_17148,0
Crew_10003,Flt_17144,0
Crew_10003,Flt_16952,0
Crew_10005,Flt_15754,0
Crew_10005,Flt_15742,0
Crew_10005,Flt_15740,0
Crew_10007,Flt_16479,0
Crew_10010,Flt_15434,0
Crew_10010,Flt_15433,0
Crew_10010,Flt_15432,0
Crew_10012,Flt_15801,0
Crew_10012,Flt_15786,0
Crew_10012,Flt_15784,0
Crew_10014,Flt_15980,0
Crew_10014,Flt_15976,0
Crew_10014,Flt_16667,0
Crew_10014,Flt_16663,0
Crew_10014,Flt_16648,0
Crew_10015,Flt_15574,0
Crew_10015,Flt_15579,0
Crew_10015,Flt_16643,0
Crew_10017,Flt_16250,0
Crew_10017,Flt_16247,0
Crew_10017,Flt_16241,0
Crew_10017,ddh_14158,1
Crew_10017,Flt_17952,0
Crew_10017,Flt_17948,0
Crew_10017,Flt_17543,0
Crew_10018,Flt_16533,0
Crew_10018,Flt_16527,0
Crew_10018,Flt_16158,0
Crew_10020,Flt_15932,0
Crew_10020,Flt_15930,0
Crew_10020,ddh_10464,1
Crew_10020,Flt_16908,0
Crew_10020,Flt_16907,0
Crew_10020,Flt_17169,0
Crew_10020,ddh_10455,1
Crew_10020,Flt_17852,0
Crew_10020,Flt_17849,0
Crew_10020,Flt_17695,0
Crew_10023,Flt_18535,0
Crew_10023,Flt_18533,0
Crew_10023,Flt_18529,0
Crew_10025,Flt_17338,0
Crew_10025,Flt_17336,0
Crew_10025,Flt_17882,0
Crew_10025,Flt_17878,0
Crew_10025,Flt_17772,0
Crew_10025,ddh_11747,1
Crew_10025,Flt_18810,0
Crew_10025,Flt_18806,0
Crew_10025,Flt_19282,0
Crew_10028,Flt_18053,0
Crew_10028,Flt_18050,0
Crew_10028,Flt_18830,0
Crew_10030,Flt_15898,0
Crew_10030,Flt_15895,0
Crew_10030,Flt_15636,0
Crew_10030,ddh_14065,1
Crew_10030,Flt_16365,0
Crew_10030,Flt_16359,0
Crew_10030,Flt_16987,0
Crew_10030,Flt_16997,0
Crew_10030,Flt_17033,0
Crew_10030,Flt_17059,0
Crew_10030,Flt_17991,0
Crew_10030,Flt_18015,0
Crew_10030,Flt_17978,0
Crew_10031,Flt_16338,0
Crew_10031,Flt_16335,0
Crew_10031,Flt_16659,0
Crew_10033,Flt_15988,0
Crew_10033,Flt_15457,0
Crew_10034,Flt_16803,0
Crew_10034,Flt_16617,0
Crew_10034,ddh_10454,1
Crew_10034,Flt_17895,0
Crew_10034,Flt_17893,0
Crew_10034,Flt_18660,0
Crew_10034,Flt_18658,0
Crew_10034,Flt_18486,0
Crew_10034,ddh_10457,1
Crew_10034,ddh_11338,1
Crew_10034,ddh_10538,1
Crew_10034,ddh_12239,1
Crew_10034,ddh_10549,1
Crew_10034,ddh_11069,1
Crew_10034,ddh_10249,1
Crew_10037,Flt_16120,0
Crew_10040,Flt_15849,0
Crew_10040,Flt_15865,0
Crew_10040,Flt_15859,0
Crew_10040,Flt_15858,0
Crew_10040,Flt_16594,0
Crew_10040,Flt_16590,0
Crew_10040,Flt_16342,0
Crew_10040,ddh_11124,1
Crew_10040,Flt_17334,0
