crewId,taskId,isDDH
Crew_10006,ddh_11910,1
Crew_10006,ddh_10930,1
Crew_10006,Flt_41278,0
Crew_10006,Flt_41699,0
Crew_10008,ddh_12019,1
Crew_10008,Flt_40369,0
Crew_10008,Flt_40922,0
Crew_10008,Flt_41066,0
Crew_10008,Flt_41781,0
Crew_10008,ddh_11722,1
Crew_10016,ddh_11939,1
Crew_10016,ddh_11640,1
Crew_10016,Flt_41184,0
Crew_10016,ddh_10751,1
Crew_10030,ddh_10499,1
Crew_10030,Flt_40620,0
Crew_10030,Flt_40845,0
Crew_10030,Flt_41654,0
Crew_10030,ddh_11242,1
Crew_10034,ddh_11064,1
Crew_10034,ddh_10405,1
Crew_10034,Flt_38450,0
Crew_10034,ddh_12057,1
Crew_10046,Flt_41206,0
Crew_10046,Flt_41333,0
Crew_10046,ddh_12271,1
Crew_10047,ddh_11279,1
Crew_10047,ddh_11639,1
Crew_10047,Flt_40534,0
Crew_10047,Flt_40702,0
Crew_10047,Flt_41207,0
Crew_10047,ddh_12131,1
Crew_10047,ddh_11102,1
Crew_10048,ddh_11069,1
Crew_10048,ddh_10224,1
Crew_10048,Flt_40525,0
Crew_10048,ddh_11330,1
Crew_10052,ddh_11277,1
Crew_10052,ddh_10106,1
Crew_10052,Flt_39253,0
Crew_10052,ddh_11009,1
Crew_10052,ddh_10930,1
Crew_10052,Flt_40828,0
Crew_10052,Flt_40942,0
Crew_10053,ddh_11239,1
Crew_10053,Flt_40230,0
Crew_10059,ddh_12019,1
Crew_10059,ddh_10599,1
Crew_10059,Flt_40899,0
Crew_10059,Flt_41103,0
Crew_10059,Flt_41678,0
Crew_10059,ddh_10542,1
Crew_10064,ddh_12224,1
Crew_10064,ddh_11445,1
Crew_10064,ddh_10645,1
Crew_10064,Flt_37950,0
Crew_10064,Flt_38054,0
Crew_10064,ddh_10586,1
Crew_10074,Flt_40522,0
Crew_10074,Flt_41377,0
Crew_10074,Flt_41718,0
Crew_10077,ddh_10449,1
Crew_10077,Flt_40660,0
Crew_10077,Flt_41079,0
Crew_10077,Flt_41767,0
