crewId,taskId,isDDH
Crew_10004,ddh_100688,1
Crew_10004,ddh_102044,1
Crew_10004,Flt_100305,0
Crew_10004,Flt_101177,0
Crew_10004,Flt_101070,0
Crew_10004,Flt_101817,0
Crew_10069,Flt_101080,0
Crew_10069,Flt_102091,0
Crew_10069,ddh_100086,1
Crew_10069,Flt_112922,0
Crew_10069,Flt_103898,0
Crew_10069,Flt_102800,0
Crew_10104,Flt_101663,0
Crew_10104,Flt_102242,0
Crew_10104,Flt_101112,0
Crew_10104,Flt_101914,0
Crew_10136,ddh_100463,1
Crew_10136,ddh_101694,1
Crew_10136,ddh_100093,1
Crew_10136,ddh_100973,1
Crew_10136,Flt_100422,0
Crew_10156,Flt_100819,0
Crew_10156,Flt_110052,0
Crew_10156,Flt_108999,0
Crew_10156,Flt_107958,0
Crew_10156,ddh_101239,1
Crew_10178,Flt_107636,0
Crew_10178,Flt_103608,0
Crew_10178,ddh_100440,1
Crew_10195,ddh_100074,1
Crew_10195,Flt_101390,0
Crew_10195,ddh_100577,1
Crew_10206,ddh_100061,1
Crew_10206,ddh_100891,1
Crew_10206,Flt_101431,0
Crew_10206,Flt_100249,0
Crew_10206,ddh_101600,1
Crew_10207,ddh_102247,1
Crew_10207,ddh_101826,1
Crew_10207,ddh_100747,1
Crew_10207,Flt_109331,0
Crew_10207,Flt_102404,0
Crew_10207,Flt_107639,0
Crew_10207,ddh_101547,1
Crew_10218,Flt_101365,0
Crew_10218,Flt_108987,0
Crew_10218,Flt_113717,0
Crew_10218,Flt_104307,0
Crew_10218,ddh_101850,1
Crew_10220,ddh_100596,1
Crew_10220,ddh_101345,1
Crew_10220,Flt_100599,0
Crew_10220,Flt_102234,0
Crew_10220,Flt_101218,0
Crew_10220,ddh_100165,1
Crew_10237,Flt_100407,0
Crew_10237,ddh_100086,1
Crew_10237,Flt_106473,0
Crew_10237,Flt_102393,0
Crew_10237,Flt_102394,0
Crew_10237,Flt_110112,0
Crew_10237,Flt_109073,0
Crew_10254,ddh_101140,1
Crew_10254,Flt_101433,0
Crew_10254,Flt_107573,0
Crew_10264,Flt_100713,0
Crew_10264,Flt_111481,0
Crew_10264,Flt_113301,0
Crew_10264,ddh_100127,1
Crew_10264,Flt_110119,0
Crew_10264,Flt_103630,0
Crew_10272,ddh_101163,1
Crew_10272,Flt_101412,0
Crew_10272,Flt_100258,0
Crew_10272,ddh_100165,1
Crew_10277,ddh_101672,1
Crew_10277,Flt_109759,0
Crew_10287,ddh_101132,1
Crew_10287,ddh_100867,1
Crew_10287,Flt_101922,0
Crew_10287,Flt_101289,0
Crew_10296,Flt_100873,0
Crew_10296,Flt_101644,0
Crew_10296,Flt_100795,0
Crew_10296,Flt_100644,0
Crew_10311,ddh_102110,1
Crew_10311,Flt_102296,0
Crew_10311,Flt_102245,0
Crew_10311,Flt_101311,0
Crew_10322,ddh_100335,1
Crew_10322,ddh_101224,1
Crew_10322,Flt_105023,0
Crew_10322,Flt_113658,0
Crew_10322,Flt_113333,0
Crew_10322,Flt_107622,0
Crew_10322,ddh_101488,1
Crew_10329,Flt_101810,0
Crew_10329,Flt_101521,0
Crew_10329,ddh_100125,1
Crew_10329,Flt_111139,0
Crew_10329,Flt_103544,0
Crew_10344,Flt_100454,0
Crew_10344,Flt_100149,0
Crew_10344,Flt_106478,0
Crew_10344,Flt_104985,0
Crew_10344,Flt_113737,0
Crew_10344,Flt_102508,0
Crew_10346,Flt_101988,0
Crew_10346,Flt_100310,0
Crew_10373,ddh_100004,1
Crew_10373,Flt_101886,0
Crew_10373,Flt_100390,0
Crew_10411,ddh_101439,1
Crew_10411,ddh_101959,1
Crew_10411,ddh_101460,1
Crew_10411,Flt_100456,0
Crew_10416,Flt_111474,0
Crew_10416,Flt_106497,0
Crew_10416,Flt_110389,0
Crew_10416,Flt_104628,0
Crew_10416,Flt_110890,0
Crew_10416,Flt_105492,0
Crew_10416,Flt_113370,0
Crew_10416,Flt_105493,0
Crew_10418,Flt_100043,0
Crew_10418,Flt_100601,0
Crew_10418,Flt_112594,0
Crew_10418,Flt_104268,0
Crew_10418,Flt_103935,0
Crew_10418,Flt_107941,0
Crew_10419,ddh_100268,1
Crew_10419,Flt_101043,0
Crew_10419,ddh_100074,1
Crew_10419,Flt_100294,0
Crew_10419,ddh_100648,1
Crew_10421,ddh_101767,1
Crew_10421,Flt_100455,0
Crew_10421,Flt_109696,0
Crew_10421,Flt_104981,0
Crew_10421,ddh_101920,1
Crew_10421,Flt_102523,0
Crew_10421,Flt_110488,0
Crew_10421,ddh_102194,1
Crew_10424,ddh_100642,1
Crew_10424,ddh_101348,1
Crew_10424,Flt_101975,0
Crew_10424,ddh_100094,1
Crew_10473,ddh_100185,1
Crew_10473,ddh_100726,1
Crew_10473,Flt_101665,0
Crew_10473,Flt_102246,0
Crew_10473,ddh_100096,1
Crew_10473,ddh_100086,1
Crew_10474,ddh_100005,1
Crew_10474,ddh_100764,1
Crew_10474,Flt_102426,0
Crew_10474,ddh_100851,1
Crew_10499,ddh_101064,1
Crew_10499,Flt_110779,0
Crew_10499,Flt_111137,0
Crew_10523,ddh_101584,1
Crew_10523,ddh_100199,1
Crew_10523,ddh_101972,1
Crew_10523,Flt_109695,0
Crew_10523,Flt_106834,0
Crew_10523,Flt_108009,0
Crew_10523,Flt_110113,0
Crew_10523,ddh_100168,1
Crew_10524,ddh_101861,1
Crew_10524,Flt_101001,0
Crew_10524,Flt_102411,0
Crew_10524,Flt_112569,0
Crew_10539,Flt_100358,0
Crew_10539,Flt_100025,0
Crew_10540,Flt_100626,0
Crew_10540,Flt_101083,0
Crew_10547,ddh_100185,1
Crew_10547,ddh_101182,1
Crew_10547,Flt_101165,0
Crew_10547,Flt_100507,0
Crew_10547,ddh_100107,1
Crew_10564,ddh_101091,1
Crew_10564,Flt_100458,0
Crew_10564,ddh_100133,1
Crew_10590,Flt_101505,0
Crew_10590,Flt_101883,0
Crew_10590,Flt_104272,0
Crew_10590,Flt_113302,0
Crew_10590,ddh_100117,1
Crew_10591,ddh_102225,1
Crew_10591,ddh_101536,1
Crew_10591,Flt_100658,0
Crew_10591,ddh_100124,1
Crew_10656,ddh_100642,1
Crew_10656,ddh_100083,1
Crew_10656,Flt_101079,0
Crew_10656,Flt_101513,0
Crew_10656,ddh_100164,1
Crew_10672,ddh_100265,1
Crew_10672,ddh_100036,1
Crew_10672,Flt_102796,0
Crew_10672,Flt_112573,0
Crew_10672,Flt_107643,0
Crew_10672,Flt_112656,0
Crew_10672,ddh_100159,1
Crew_10690,ddh_102229,1
Crew_10690,ddh_101720,1
Crew_10690,Flt_102252,0
Crew_10690,Flt_102158,0
Crew_10690,Flt_102073,0
Crew_10702,ddh_100323,1
Crew_10702,ddh_101161,1
Crew_10702,Flt_100241,0
Crew_10702,Flt_100182,0
Crew_10702,ddh_100445,1
Crew_10717,ddh_100036,1
Crew_10717,Flt_110773,0
Crew_10717,Flt_110043,0
Crew_10717,Flt_106142,0
Crew_10717,Flt_103971,0
Crew_10717,ddh_100169,1
Crew_10725,Flt_101888,0
Crew_10725,Flt_100091,0
Crew_10725,Flt_112647,0
Crew_10725,Flt_105471,0
Crew_10730,ddh_102110,1
Crew_10730,ddh_102181,1
Crew_10730,Flt_101696,0
Crew_10730,Flt_101342,0
Crew_10730,Flt_101871,0
Crew_10730,Flt_102228,0
Crew_10730,Flt_100368,0
Crew_10730,Flt_101018,0
Crew_10730,Flt_101586,0
Crew_10731,ddh_100246,1
Crew_10731,ddh_100519,1
Crew_10731,Flt_102058,0
Crew_10731,Flt_102004,0
Crew_10742,Flt_101126,0
Crew_10742,Flt_100937,0
Crew_10742,Flt_104989,0
Crew_10742,Flt_103916,0
Crew_10742,Flt_106483,0
Crew_10742,Flt_103247,0
Crew_10742,Flt_111918,0
Crew_10777,ddh_100184,1
Crew_10777,ddh_101943,1
Crew_10777,Flt_101130,0
Crew_10777,Flt_102150,0
Crew_10777,Flt_103171,0
Crew_10805,ddh_102162,1
Crew_10805,ddh_100269,1
Crew_10805,Flt_105766,0
Crew_10805,Flt_104623,0
Crew_10805,Flt_103983,0
Crew_10805,Flt_104328,0
Crew_10815,ddh_100077,1
Crew_10815,Flt_108289,0
Crew_10815,Flt_102444,0
Crew_10815,Flt_112670,0
Crew_10815,Flt_105081,0
Crew_10815,ddh_100149,1
Crew_10818,ddh_100018,1
Crew_10818,Flt_109072,0
Crew_10818,Flt_110872,0
Crew_10818,ddh_100614,1
Crew_10838,ddh_102111,1
