crewId,taskId,isDDH
Crew_10007,Flt_100946,0
Crew_10007,Flt_101333,0
Crew_10007,Flt_100343,0
Crew_10007,Flt_101132,0
Crew_10007,Flt_100434,0
Crew_10007,Flt_100631,0
Crew_10007,Flt_100302,0
Crew_10007,Flt_100871,0
Crew_10007,Flt_100584,0
Crew_10007,Flt_107627,0
Crew_10007,ddh_101603,1
Crew_10037,Flt_100532,0
Crew_10037,Flt_101677,0
Crew_10037,Flt_101328,0
Crew_10037,Flt_100048,0
Crew_10037,Flt_101440,0
Crew_10037,Flt_102155,0
Crew_10037,Flt_101563,0
Crew_10037,ddh_100065,1
Crew_10037,ddh_100146,1
Crew_10037,Flt_100519,0
Crew_10037,Flt_100316,0
Crew_10037,Flt_109428,0
Crew_10037,Flt_107944,0
Crew_10037,ddh_102199,1
Crew_10037,ddh_101273,1
Crew_10037,ddh_100858,1
Crew_10037,ddh_100213,1
Crew_10065,Flt_101779,0
Crew_10065,Flt_101702,0
Crew_10065,Flt_101188,0
Crew_10065,Flt_100704,0
Crew_10065,Flt_100848,0
Crew_10065,Flt_102034,0
Crew_10065,Flt_101091,0
Crew_10065,Flt_100759,0
Crew_10065,Flt_100329,0
Crew_10065,ddh_100156,1
Crew_10065,ddh_100067,1
Crew_10065,ddh_100167,1
Crew_10065,ddh_100421,1
Crew_10065,ddh_101432,1
Crew_10065,ddh_100291,1
Crew_10065,ddh_100934,1
Crew_10079,Flt_100394,0
Crew_10079,Flt_100101,0
Crew_10079,Flt_101784,0
Crew_10079,Flt_100997,0
Crew_10079,Flt_100482,0
Crew_10079,Flt_100566,0
Crew_10079,Flt_100488,0
Crew_10079,Flt_101934,0
Crew_10079,Flt_101198,0
Crew_10079,Flt_100887,0
Crew_10079,Flt_101426,0
Crew_10079,ddh_100338,1
Crew_10079,ddh_101094,1
Crew_10079,ddh_100414,1
Crew_10079,ddh_101734,1
Crew_10079,ddh_101240,1
Crew_10079,ddh_101669,1
Crew_10079,ddh_101933,1
Crew_10093,Flt_100002,0
Crew_10093,Flt_101024,0
Crew_10093,Flt_102123,0
Crew_10093,Flt_100052,0
Crew_10093,Flt_100201,0
Crew_10093,Flt_100953,0
Crew_10093,Flt_101180,0
Crew_10093,Flt_104677,0
Crew_10093,Flt_103583,0
Crew_10093,Flt_112625,0
Crew_10093,ddh_101232,1
Crew_10093,ddh_101785,1
Crew_10093,ddh_101174,1
Crew_10114,Flt_102202,0
Crew_10114,Flt_101480,0
Crew_10114,Flt_100161,0
Crew_10114,Flt_102151,0
Crew_10114,Flt_101758,0
Crew_10114,Flt_100676,0
Crew_10114,Flt_100755,0
Crew_10114,Flt_112979,0
Crew_10114,ddh_101673,1
Crew_10114,ddh_100933,1
Crew_10114,ddh_100630,1
Crew_10114,ddh_101790,1
Crew_10122,Flt_100399,0
Crew_10122,Flt_101271,0
Crew_10122,Flt_101225,0
Crew_10122,Flt_101311,0
Crew_10122,Flt_101203,0
Crew_10122,Flt_101713,0
Crew_10122,Flt_110490,0
Crew_10122,Flt_110491,0
Crew_10122,Flt_108723,0
Crew_10122,Flt_113053,0
Crew_10122,ddh_100169,1
Crew_10122,ddh_100709,1
Crew_10122,ddh_100996,1
Crew_10125,Flt_100192,0
Crew_10125,Flt_100357,0
Crew_10125,Flt_100304,0
Crew_10125,Flt_102398,0
Crew_10125,Flt_110014,0
Crew_10125,ddh_101700,1
Crew_10125,ddh_101484,1
Crew_10125,ddh_100212,1
Crew_10125,ddh_101552,1
Crew_10125,ddh_100645,1
Crew_10125,ddh_100424,1
Crew_10132,Flt_101704,0
Crew_10132,Flt_100097,0
Crew_10132,Flt_102131,0
Crew_10132,Flt_100262,0
Crew_10132,Flt_101141,0
Crew_10132,Flt_100057,0
Crew_10132,Flt_102241,0
Crew_10132,Flt_101238,0
Crew_10132,Flt_100037,0
Crew_10132,Flt_100038,0
Crew_10132,ddh_100476,1
Crew_10132,Flt_103259,0
Crew_10132,Flt_102447,0
Crew_10132,Flt_109005,0
Crew_10132,ddh_101490,1
Crew_10132,ddh_100990,1
Crew_10132,ddh_100632,1
Crew_10134,Flt_101681,0
Crew_10134,Flt_101410,0
Crew_10134,Flt_100536,0
Crew_10134,Flt_100907,0
Crew_10134,Flt_101155,0
Crew_10134,Flt_101961,0
Crew_10134,Flt_100634,0
Crew_10134,Flt_101262,0
Crew_10134,Flt_104729,0
Crew_10134,ddh_102119,1
Crew_10137,Flt_101620,0
Crew_10137,Flt_101930,0
Crew_10137,Flt_101807,0
Crew_10137,Flt_101762,0
Crew_10137,Flt_101041,0
Crew_10137,Flt_108291,0
Crew_10140,Flt_101680,0
Crew_10140,Flt_100579,0
Crew_10140,Flt_101777,0
Crew_10140,Flt_101879,0
Crew_10140,Flt_101066,0
Crew_10140,Flt_100578,0
Crew_10140,Flt_103262,0
Crew_10140,ddh_101228,1
Crew_10147,Flt_100313,0
Crew_10147,Flt_100094,0
Crew_10147,Flt_103191,0
Crew_10147,Flt_109353,0
Crew_10147,Flt_112957,0
Crew_10147,Flt_111188,0
Crew_10147,Flt_110414,0
Crew_10147,Flt_105056,0
Crew_10147,Flt_104318,0
Crew_10147,ddh_102199,1
Crew_10148,Flt_107544,0
Crew_10148,Flt_109341,0
Crew_10148,Flt_107916,0
Crew_10148,Flt_110477,0
Crew_10148,Flt_109049,0
Crew_10148,Flt_109759,0
Crew_10148,Flt_107997,0
Crew_10148,Flt_103256,0
Crew_10149,Flt_102115,0
Crew_10149,Flt_101173,0
Crew_10149,Flt_101105,0
Crew_10149,Flt_102321,0
Crew_10149,Flt_100170,0
Crew_10149,Flt_102479,0
Crew_10149,Flt_109423,0
Crew_10149,Flt_105834,0
Crew_10149,ddh_100070,1
Crew_10151,Flt_100104,0
Crew_10151,Flt_102208,0
Crew_10151,Flt_102800,0
Crew_10151,Flt_106500,0
Crew_10151,Flt_103543,0
Crew_10151,Flt_109779,0
Crew_10151,Flt_110858,0
Crew_10151,Flt_113353,0
Crew_10151,ddh_101051,1
Crew_10151,ddh_100070,1
Crew_10151,ddh_101616,1
Crew_10151,ddh_100932,1
Crew_10154,Flt_101701,0
Crew_10154,Flt_101189,0
Crew_10154,Flt_101726,0
Crew_10154,Flt_100765,0
Crew_10154,Flt_102296,0
Crew_10154,Flt_102105,0
